Id,OwnerUserId,CreationDate,ParentId,Score,Body
13978,NA,2008-08-17T22:17:46Z,13550,0,"<p>The project I'm on originally went w/ the Oracle Development Suite to put together a web application. </p>

<p>Over time (5+ years), customer requirements became more complex than originally anticipated, and the screens were not easily maintainable. So, the team informally decided to start doing custom (hand coded) screens in web PL/SQL, instead of generating them using the Oracle Development Suite CASE tools (Oracle Designer).  </p>

<p>The Oracle Report Builder component of the Development Suite is still being used by the team, as it seems to ""get the job done"" in a timely fashion. In general, the developers using the Report Builder tool are not very comfortable coding.</p>

<p>In this case, it seems that the productivity aspect of such CASE tools is heavily dependent on customer requirements and developer skill sets/training/background.  </p>"
14045,380,2008-08-18T00:24:24Z,14040,5,"<p>There should always be some developer testing. If a developer is producing too many bugs, then he/she is wasting time later on fixing those bugs. It is important that the developers don't develop the attitude which says, oh well if I leave a bug, it will be caught and I will get a chance to fix it.</p>

<p>We try to keep a threshold for bugs produced. If this threshold is crossed during testing then the developer is answerable for it. It is up to you to decide what this threshold is (for us it can vary from project to project).</p>

<p>Also, all unit testing is done by the developers.</p>
"
14047,1646,2008-08-18T00:26:17Z,14040,4,"<p>I have only been in the industry for a year, but in my experience dev's are responsible for unit testing their features, while QA is responsible for testing scenarios.  QA would also be expected to test any boundry conditions.</p>
"
14053,1042,2008-08-18T00:32:30Z,14040,0,"<p>Here are some ways that developer testing is the most efficient / highest payoff:</p>

<ul>
<li>Developer modifies a shared library while working on a feature - dev has insight into possible side effects that QA / validation don't</li>
<li>Developer is unsure of performance of library call and writes a unit test</li>
<li>Developer discovers path of use case not considered in spec that code must support, writes code, updates spec, writes test</li>
</ul>

<p>It's arguable how much test duty should be carried out by the dev in the third example, but I argue that it's most efficient for the dev because all of the related minutiae from many layers of documentation and code are already in her short-term memory. This perfect storm may not be attainable by a tester after the fact.</p>

<p>Are we talking about QA or validation? I think of QA along the lines of inspection checklists, code standards enforcement, UI guidelines, etc. If we're talking validation, it doesn't make sense for devs to spend a lot of time authoring and executing formal test cases, but devs must provide all of the rationale and design documentation needed to author good tests.</p>
"
14070,958,2008-08-18T01:08:58Z,14040,17,"<p>It's the difference between ""black box"" testing (where you know what the code is supposed to do, but not how it works), and ""white box"" testing (where knowing how it works drives how you test it). ""Black box"" testing is what most people think of when you mention Quality Assurance.</p>

<p>I work for a company where the QA team are also software developers.  (That narrows the field <em>a lot</em> if you care to guess the company.)  I know Joel's opinion, and my experience leads me to partially disagree: for the same reason that a ""white hat"" hacker is more effective finding security holes, certain kinds of errors are more effectively found by white box testers who know how to write code (and therefore what the common mistakes are - for example, resource management issues like memory leaks).  </p>

<p>Also, since QA-oriented developers are part of the process from the initial design phase, they can theoretically help to drive higher-quality code throughout the process.  Ideally, for each developer working on the project with a mental focus on functionality, you have an opposing developer with a mental focus on breaking the code (and thus making it better).  </p>

<p>Seen in that light, it's less a matter of using developers for testers than it is kind of disconnected pair-programming where one developer has an emphasis on controlling quality.  </p>

<p>On the other hand, a lot of testing (such as basic UI functionality) frankly doesn't need that kind of skill.  That's where Joel has a point. </p>

<p>For many businesses, I could see a system where programming teams trade off code review and testing duties for each others' code.  Members of the Business Logic team, for example, could spend an occasional tour testing and reviewing code for the UI team, and vice-versa.  That way you're not ""wasting"" developer talent on full-time testing, but you are gaining the advantages of exposing the code to (hopefully) expert scrutiny and punishment.  Then, a more traditional QA team can take up the ""black box"" testing.</p>
"
14218,1659,2008-08-18T05:35:21Z,4170,-1,"<p>Another way of getting a command object is to call <code>connection.CreateCommand()</code>. </p>

<p>That way you shouldn't have to set the <code>Connection</code> property on the command object. </p>
"
14259,1695,2008-08-18T06:46:35Z,14040,3,"<p>I'm pasting my answer to a question on our internal forum. If you have an hour or so.. take a listen to Mary Poppendieck's <a href=""http://video.google.com/videoplay?docid=-5105910452864283694"" rel=""nofollow"" title=""Dylan: A Dynamic Object-Oriented Language"">Competing on the basis of Speed</a> video. <em>Recommended</em></p>

<p><em>Note(By Testers - I refer to the QA Team)</em></p>

<p><strong>Developer / Unit tests</strong> <strong><em>_</em><em></strong>=<strong></em>__</strong>  <strong>Usability testing &amp; Exploratory</strong> testing</p>

<p>'==================================================================</p>

<p><strong>Acceptance / Customer tests</strong> <strong><em>=</em>__</strong> <strong>Property testing</strong></p>

<p>Imagine that to be a square with four quadrants. :)</p>

<p>The left half should be automated.</p>

<ul>
<li>Developer tests verify that the code works as the coder wanted it to.
  Tools: NUnit / xUnit / whatever home-made tool</li>
<li>Customer tests verify that the code works as the customer wanted it to.
The tests should be very easy to write, shouldn't require the customer to learn .NET/Java. Else the customer wont write those tests (although he may require some help of a developer). Fit for example uses HTML tables that can be written in Word.
Tools: FIT
Regression tools also lie here. Record-replay.</li>
</ul>

<p>The right half better utilizes the time &amp; effort of good testers. e.g. No automated test can tell you whether X dialog is usable. Humans are better at this than machines.</p>

<ul>
<li>Usability. Try to Break the System down,( catch unhandled failure scenarios, enter null values ). Basically catch things that the developer missed.</li>
<li>Property testing again requires humans. Here you check customer mandated properties that are required by your system. e.g. Performance - does your search dialog meet the 2 sec response time ? Security- can someone hack into this System ? etc. Availability - is your system online 99.99% of the time ?</li>
</ul>

<p>Testers shouldn't be spending time executing test-plans on the left half. That is the developers responsibility to ensure that the code works as the customer and the developer intended it to. The testers can infact help the customer formulate the acceptance tests..</p>"
14311,1630,2008-08-18T08:09:23Z,14310,4,"<p>There's a simple solution.</p>

<p>Assuming your (non-display) textures are <strong>1024x1024</strong> and you are restricted to a <strong>256x256</strong> window/display.</p>

<pre><code>unsigned int WIN_WIDTH = 256;
unsigned int WIN_HEIGHT = WIN_WIDTH;
unsigned int TEX_WIDTH = 1024;
unsigned int TEX_HEIGHT = TEX_WIDTH;
</code></pre>

<p>Use the <em>window size</em> to create your OpenGL window:</p>

<pre><code>glutInitWindowSize(WIN_WIDTH, WIN_HEIGHT);
</code></pre>

<p>But, use the <em>texture size</em> for everything else:</p>

<pre><code>glViewport(0, 0, TEX_WIDTH, TEX_HEIGHT);
gluOrtho2D(0.0, TEX_WIDTH, 0.0, TEX_HEIGHT);
glTexCoord2i(TEX_WIDTH, TEX_HEIGHT);
</code></pre>"
14313,615,2008-08-18T08:10:30Z,14300,23,"<p>Drop into a cmd instance (or indeed PowerShell itself) and type this:</p>

<pre><code>powershell -?
</code></pre>

<p>You'll see that powershell.exe has a ""-noexit"" parameter which tells it not to exit after executing a ""startup command"".</p>
"
14331,1630,2008-08-18T08:27:43Z,14330,14,"<p>I found one possible solution in the <a href=""http://www.poynton.com/notes/colour_and_gamma/ColorFAQ.html"">Color FAQ</a>. The <em>luminance component</em> Y (from the <em>CIE XYZ system</em>) captures what is most perceived by humans as color in one channel. So, use those coefficients:</p>

<pre><code>mono = (0.2125 * color.r) + (0.7154 * color.g) + (0.0721 * color.b);
</code></pre>"
14339,1659,2008-08-18T08:40:50Z,14330,4,"<p><a href=""http://msdn.microsoft.com/en-us/library/bb332387.aspx#tbconimagecolorizer_grayscaleconversion"" rel=""nofollow"">This MSDN article</a> uses <code>(0.299 * color.R + 0.587 * color.G + 0.114 * color.B);</code></p>

<p><a href=""http://en.wikipedia.org/wiki/Grayscale#Converting_color_to_grayscale"" rel=""nofollow"">This Wikipedia article</a> uses <code>(0.3* color.R + 0.59 * color.G + 0.11 * color.B);</code></p>"
